caso_id,intervencion_fecha,intervencion_hora,victima_embarazo,victima_edad,victima_genero,victima_nacionalidad,victima_discapacidad,violencia_tipo,agresor_relacion_victima
408217.0,2018-10-27,13:00,NO,31,Femenino,Argentina,NO,Física,Ex pareja
408212.0,2018-10-27,08:30,NS/NC,28,Femenino,Argentina,NO,Física,Pareja
408212.0,2018-10-27,05:30,NO,28,Femenino,Argentina,NO,Física,Pareja
408206.0,2018-10-27,00:30,NO,45,Femenino,Argentina,NS/NC,Física,Pareja
408277.0,2018-10-29,16:20,NO,12,Masculino,Argentina,NS/NC,Psicológica,Pareja de la madre/padre
408277.0,2018-10-29,16:20,NS/NC,32,Masculino,Argentina,NS/NC,Física,Otro/a no conviviente
408277.0,2018-10-29,16:20,NO,3,Femenino,Argentina,NS/NC,Psicológica,Pareja de la madre/padre
408277.0,2018-10-29,16:20,NS/NC,40,Femenino,Argentina,NO,Física,Ex pareja
408277.0,2018-10-30,09:00,NO,,Femenino,Argentina,NO,Física,Ex pareja
408325.0,2018-10-30,23:30,NO,16,Femenino,Argentina,NS/NC,Física,Madre
408323.0,2018-10-30,22:00,NO,25,Femenino,Argentina,NO,Física,Pareja
408337.0,2018-10-31,13:30,NO,15,Masculino,Argentina,NO,Psicológica,Padre
408337.0,2018-10-31,13:30,NO,13,Masculino,Argentina,NO,Psicológica,Padre
408119.0,2018-10-31,10:00,NO,28,Femenino,Argentina,NO,Física y Sexual,Ex pareja
408337.0,2018-10-31,13:30,NO,33,Femenino,Argentina,NO,Física,Pareja
407056.0,2018-10-01,15:30,NO,2,Masculino,Argentina,NS/NC,Psicológica,Padre
407056.0,2018-10-01,15:30,NO,7,Masculino,Argentina,NS/NC,Psicológica,Pareja de la madre/padre
407054.0,2018-10-01,15:00,NO,15,Masculino,Paraguaya,NO,Psicológica,Pareja de la madre/padre
407054.0,2018-10-01,15:00,NO,7,Masculino,Argentina,NO,Psicológica,Pareja de la madre/padre
407078.0,2018-10-01,22:00,NS/NC,17,Masculino,Otra,NO,Física,Pareja de la madre/padre
407054.0,2018-10-01,15:00,NO,10,Femenino,Argentina,NO,Psicológica,Pareja de la madre/padre
407054.0,2018-10-01,15:00,NO,34,Femenino,Paraguaya,NO,Física,Pareja
407021.0,2018-10-01,09:15,SI,22,Femenino,Argentina,NO,Física,Pareja
407056.0,2018-10-01,15:30,NO,26,Femenino,Argentina,NS/NC,Económica y física,Pareja
407021.0,2018-10-01,09:15,NO,,Femenino,Argentina,NO,Física,Padre
407056.0,2018-10-01,20:30,NS/NC,26,Femenino,Argentina,NS/NC,Física,Pareja
406979.0,2018-10-02,09:30,NO,13,Masculino,Argentina,NS/NC,Física,Padre
406979.0,2018-10-02,09:30,NO,11,Masculino,Argentina,NO,Física,Padre
406979.0,2018-10-02,09:30,NO,7,Masculino,Argentina,NO,Física,Padre
407080.0,2018-10-02,09:30,NO,17,Femenino,Argentina,NO,Psicológica,Padre
407080.0,2018-10-02,09:30,NO,21,Femenino,Argentina,SI,Psicológica,Padre
406979.0,2018-10-02,09:30,NO,29,Femenino,Boliviana,NS/NC,Física,Pareja
407080.0,2018-10-02,09:30,NO,53,Femenino,Argentina,NO,Económica y física,Pareja
384838.0,2018-10-03,10:30,NO,3,Masculino,Argentina,NO,Psicológica,Padre
384838.0,2018-10-03,10:30,NO,2,Masculino,Argentina,NO,Psicológica,Padre
384838.0,2018-10-03,10:30,NO,30,Femenino,Argentina,NO,Física,Ex pareja
384838.0,2018-10-03,10:30,NO,,Femenino,Argentina,NS/NC,Psicológica,Padre
195574.0,2018-10-03,20:00,SI,19,Femenino,Argentina,NS/NC,Física,Madre
408364.0,2018-11-01,15:30,NO,7,Masculino,Argentina,NO,Física,Padre
408370.0,2018-11-01,13:00,NO,16,Masculino,Argentina,NS/NC,Física,Padre
408370.0,2018-11-01,13:00,NO,20,Masculino,Argentina,NS/NC,Física,Padre
408364.0,2018-11-01,15:30,NO,3,Femenino,Argentina,NO,Psicológica,Padre
408347.0,2018-11-01,20:00,NO,13,Femenino,Argentina,NO,Física,Padre
408347.0,2018-11-01,20:00,NO,10,Femenino,Argentina,NO,Psicológica,Padre
408347.0,2018-11-01,20:00,NO,50,Femenino,Boliviana,NO,Física,Pareja
16233.0,2018-11-01,10:00,NO,42,Femenino,Argentina,NO,Psicológica,Pareja
408370.0,2018-11-01,13:00,NO,43,Femenino,Argentina,NS/NC,Física,Pareja
408364.0,2018-11-01,15:30,NO,23,Femenino,Argentina,NO,Física,Pareja
405143.0,2018-11-02,14:30,NO,27,Masculino,Argentina,NO,Física,Pareja
408385.0,2018-11-02,00:20,NO,23,Masculino,Argentina,NS/NC,Física,Ex pareja
408401.0,2018-11-02,14:30,NO,88,Femenino,Argentina,SI,Económica,Hijo/a
408422.0,2018-11-02,20:45,NO,10,Femenino,Argentina,NS/NC,Psicológica,Padre
408422.0,2018-11-02,20:45,NO,5,Femenino,Argentina,NS/NC,Psicológica,Padre
408422.0,2018-11-02,20:45,NO,4,Femenino,Argentina,NS/NC,Psicológica,Padre
408422.0,2018-11-02,20:45,NS/NC,28,Femenino,Argentina,NO,Física,Pareja
408143.0,2018-11-02,11:00,NS/NC,17,Femenino,Paraguaya,NO,Física,Pareja
408406.0,2018-11-03,14:00,NO,2,Femenino,Argentina,NO,Psicológica,Padre
408406.0,2018-11-03,14:00,NO,40,Femenino,Boliviana,NO,Física,Pareja
408504.0,2018-11-04,14:00,NO,12,Masculino,Boliviana,NO,Psicológica,Padre
408462.0,2018-11-04,20:30,NO,2,Femenino,Argentina,NO,Física,Padre
408504.0,2018-11-04,14:00,NS/NC,11,Femenino,Boliviana,NO,Psicológica,Padre
408504.0,2018-11-04,14:00,NO,5,Femenino,Boliviana,NO,Psicológica,Padre
408504.0,2018-11-04,14:00,NS/NC,28,Femenino,Boliviana,NO,Sexual y económica,Pareja
408462.0,2018-11-04,20:30,NO,24,Femenino,Boliviana,NO,Física,Pareja
408473.0,2018-11-05,22:00,NO,2,Masculino,Argentina,SI,Física,Padre
408540.0,2018-11-05,09:00,NO,3,Femenino,Argentina,NO,Física,Pareja de la madre/padre
408473.0,2018-11-05,22:00,NO,37,Femenino,Argentina,NS/NC,Física,Ex pareja
408540.0,2018-11-05,09:00,NS/NC,30,Femenino,Argentina,NO,Física,Pareja
408544.0,2018-11-05,10:20,NS/NC,27,Femenino,Paraguaya,NO,Física,Pareja
408631.0,2018-11-06,09:30,NS/NC,52,Femenino,Argentina,SI,Física,Pareja
408605.0,2018-11-07,09:30,NO,38,Femenino,Argentina,NO,Física,Ex pareja
408705.0,2018-11-08,12:00,NS/NC,75,Femenino,Otra,NS/NC,Física,Otra/o conviviente
408716.0,2018-11-08,20:30,NO,57,Femenino,Argentina,NO,Psicológica,Pareja
408734.0,2018-11-09,20:00,NO,26,Femenino,Argentina,NS/NC,Física,Ex pareja
408729.0,2018-11-09,13:30,NS/NC,19,Masculino,Argentina,NO,Económica y física,Pareja
408721.0,2018-11-09,00:20,NS/NC,15,Masculino,Argentina,NO,Psicológica,Pareja
408729.0,2018-11-09,13:30,NO,4,Masculino,Argentina,NO,Psicológica,Padre
408729.0,2018-11-09,13:30,NO,2,Masculino,Argentina,NO,Psicológica,Padre
408721.0,2018-11-09,10:00,NO,15,Masculino,Argentina,NO,Física,Padre
408721.0,2018-11-09,10:00,NO,46,Femenino,Paraguaya,NO,Física,Pareja de la madre/padre
408721.0,2018-11-09,10:00,NO,10,Femenino,Argentina,NO,Psicológica,Padre
408721.0,2018-11-09,00:20,NS/NC,10,Femenino,Argentina,NO,Psicológica,Pareja
408721.0,2018-11-09,00:20,NS/NC,46,Femenino,Paraguaya,NO,Psicológica,Pareja
408751.0,2018-11-10,00:30,NS/NC,,Masculino,Argentina,NS/NC,Física,Padre
408751.0,2018-11-10,00:30,NO,22,Femenino,Argentina,NS/NC,Física,Pareja
408751.0,2018-11-10,08:30,NS/NC,22,Femenino,Argentina,NO,Física,Pareja
408825.0,2018-11-12,10:30,NO,,Masculino,Argentina,NO,Psicológica,Padre
408825.0,2018-11-12,10:30,NO,31,Femenino,Otra,NO,Física,Pareja
408945.0,2018-11-13,10:00,NO,,Femenino,Argentina,NS/NC,Psicológica,Abuel@
408945.0,2018-11-13,10:00,NO,15,Femenino,Argentina,NO,Física,Madre
409015.0,2018-11-15,15:00,NO,8,Masculino,Argentina,NS/NC,Psicológica,Padre
409015.0,2018-11-15,15:00,NO,18,Femenino,Argentina,NO,Física,Pareja de la madre/padre
409003.0,2018-11-15,03:30,NO,54,Femenino,Uruguaya,NO,Física,Ex pareja
409019.0,2018-11-15,15:30,NO,70,Femenino,Argentina,NO,Psicológica,Ex pareja
409015.0,2018-11-15,15:00,NO,14,Masculino,Argentina,NS/NC,Psicológica,Pareja de la madre/padre
408945.0,2018-11-15,09:00,NO,15,Femenino,Argentina,NO,Física,Madre
409015.0,2018-11-15,15:00,NO,36,Femenino,Argentina,NO,Física,Pareja
409064.0,2018-11-17,09:30,NO,9,Masculino,Paraguaya,NO,Psicológica,Padre
409064.0,2018-11-17,09:30,NO,11,Femenino,Paraguaya,NO,Psicológica,Padre
409057.0,2018-11-17,12:00,SI,16,Femenino,Argentina,NO,Psicológica,Pareja
409064.0,2018-11-17,09:30,NO,30,Femenino,Paraguaya,NO,Física,Pareja
409081.0,2018-11-18,11:00,NO,,Masculino,Argentina,NO,Psicológica,Padre
409081.0,2018-11-18,11:00,NO,23,Femenino,Argentina,NO,Física,Ex pareja
409101.0,2018-11-19,08:30,NS/NC,37,Femenino,Argentina,NO,Psicológica,Ex pareja
409101.0,2018-11-19,08:30,NO,14,Femenino,Argentina,NO,Psicológica,Padre
409101.0,2018-11-19,08:30,NO,11,Femenino,Argentina,NO,Psicológica,Padre
409101.0,2018-11-19,08:30,NO,,Femenino,Argentina,NO,Psicológica,Padre
277880.0,2018-11-19,15:30,NO,38,Femenino,Paraguaya,NO,Física,Pareja
277880.0,2018-11-20,23:30,NS/NC,38,Masculino,Paraguaya,NS/NC,Física,Pareja
409115.0,2018-11-21,22:15,NO,8,Masculino,Argentina,NO,Psicológica,Padre
409016.0,2018-11-21,09:00,NO,9,Masculino,Argentina,NO,Física,Padre
409115.0,2018-11-21,22:15,NS/NC,28,Femenino,NS/NC,NO,Física,Ex pareja
409115.0,2018-11-21,22:15,NO,6,Femenino,Argentina,NO,Psicológica,Padre
409043.0,2018-11-21,08:30,NO,18,Femenino,Argentina,SI,Física y Sexual,Madre
409252.0,2018-11-22,20:00,NS/NC,33,Femenino,Argentina,NS/NC,Física,Ex pareja
409043.0,2018-11-22,15:00,NO,18,Femenino,Argentina,SI,Física y Sexual,Madre
409263.0,2018-11-23,15:00,NO,8,Masculino,Argentina,NS/NC,Psicológica,Madre
409263.0,2018-11-23,15:00,NO,10,Masculino,Argentina,NS/NC,Psicológica,Madre
409252.0,2018-11-23,09:30,NO,33,Femenino,Argentina,NS/NC,Física,Pareja de la madre/padre
409263.0,2018-11-23,15:00,NO,14,Femenino,Argentina,NS/NC,Física,Madre
409263.0,2018-11-23,15:00,NO,4,Femenino,Argentina,NO,Física,Madre
409309.0,2018-11-25,09:00,NO,30,Masculino,Argentina,NO,Física,Pareja
409362.0,2018-11-25,21:15,NO,2,Masculino,Argentina,NO,Física,Padre
409362.0,2018-11-25,21:15,NS/NC,35,Femenino,Boliviana,NO,Física,Pareja de la madre/padre
409362.0,2018-11-26,09:00,NO,2,Masculino,Argentina,NO,Física,Padre
409412.0,2018-11-26,10:00,NO,39,Femenino,Boliviana,NO,Económica y física,Ex pareja
409474.0,2018-11-26,21:30,NO,4,Masculino,Argentina,NS/NC,Psicológica,Pareja de la madre/padre
409412.0,2018-11-26,10:00,NO,2,Femenino,Boliviana,NO,Psicológica,Padre
409474.0,2018-11-26,21:30,NO,2,Femenino,Argentina,NS/NC,Psicológica,Padre
409474.0,2018-11-26,21:30,NS/NC,22,Femenino,Argentina,NS/NC,Física,Pareja
409362.0,2018-11-26,09:00,NO,35,Femenino,Boliviana,NO,Física,Pareja
409493.0,2018-11-27,14:30,NO,35,Femenino,Argentina,NS/NC,Física,Pareja
409506.0,2018-11-27,20:30,NO,25,Femenino,Argentina,NS/NC,Psicológica,Pareja
409522.0,2018-11-28,11:00,NO,30,Femenino,Argentina,NO,Económica y física,Pareja
409530.0,2018-11-28,15:00,NO,42,Femenino,Argentina,NO,Física,Pareja
409551.0,2018-11-29,14:30,NS/NC,,Femenino,Argentina,NS/NC,Física,Pareja
409561.0,2018-11-29,20:00,NS/NC,25,Femenino,Argentina,NS/NC,Física,Pareja
409551.0,2018-11-29,14:30,NO,,Femenino,Argentina,NS/NC,Psicológica,Padre
409582.0,2018-11-30,21:00,NO,51,Femenino,Argentina,NS/NC,Física,Pareja
409621.0,2018-12-02,00:00,NO,32,Masculino,Paraguaya,NO,Física,Pareja
409621.0,2018-12-02,00:00,NO,4,Masculino,Argentina,NS/NC,Física,Padre
409621.0,2018-12-02,00:00,NO,10,Femenino,Argentina,NO,Física,Padre
409621.0,2018-12-02,00:00,NO,6,Femenino,Argentina,NO,Física,Padre
361501.0,2018-12-03,16:00,NO,,Masculino,Argentina,NO,Psicológica,Padre
409583.0,2018-12-03,09:00,NO,8,Masculino,Argentina,NO,Psicológica,Padre
409583.0,2018-12-03,09:00,NO,6,Masculino,Argentina,NO,Psicológica,Padre
409583.0,2018-12-03,09:00,NO,4,Femenino,Argentina,NO,Psicológica,Padre
409583.0,2018-12-03,09:00,NS/NC,40,Femenino,Argentina,NO,Física,Pareja
361501.0,2018-12-03,16:00,NO,18,Femenino,Argentina,NO,Física,Pareja
409769.0,2018-12-06,20:00,NO,,Masculino,Argentina,NS/NC,Psicológica,Padre
409769.0,2018-12-06,20:00,NO,4,Masculino,Argentina,NO,Psicológica,Padre
409582.0,2018-12-06,02:00,NO,9,Femenino,Argentina,SI,Psicológica,Padre
409768.0,2018-12-06,14:30,NO,28,Femenino,Argentina,NO,Física,Pareja
409769.0,2018-12-06,20:00,NO,28,Femenino,Boliviana,NO,Física y Sexual,Pareja
409582.0,2018-12-06,02:00,NO,51,Femenino,Argentina,NS/NC,Psicológica,Pareja
409874.0,2018-12-08,22:00,NO,31,Femenino,Argentina,NO,Física y Sexual,Pareja
409874.0,2018-12-09,09:00,NO,31,Femenino,Argentina,NS/NC,Económica y física,Pareja
409874.0,2018-12-10,08:30,NO,,Femenino,Argentina,NS/NC,Psicológica,Padre
409904.0,2018-12-10,09:30,NO,37,Femenino,Argentina,NS/NC,Física,Pareja
409874.0,2018-12-10,08:30,NO,31,Femenino,Argentina,NS/NC,Física y Sexual,Pareja
194137.0,2018-12-13,10:00,NO,23,Femenino,Argentina,NO,Física,Ex pareja
410053.0,2018-12-13,15:30,NO,27,Femenino,Boliviana,NS/NC,Física,Ex pareja
410053.0,2018-12-13,15:30,NO,5,Masculino,Argentina,NS/NC,Física,Padre
410053.0,2018-12-13,15:30,NO,5,Masculino,Argentina,NO,Física,Padre
410053.0,2018-12-13,20:00,NO,5,Masculino,Argentina,NS/NC,Física,Padre
410053.0,2018-12-13,20:00,NO,5,Masculino,Argentina,NS/NC,Física,Padre
410043.0,2018-12-13,00:30,NO,2,Masculino,Argentina,NS/NC,Física,Padre
410043.0,2018-12-13,00:30,NS/NC,,Masculino,Argentina,NS/NC,Psicológica,Padre
410053.0,2018-12-13,20:00,NO,12,Femenino,Argentina,NS/NC,Física,Padre
410053.0,2018-12-13,20:00,NO,10,Femenino,Argentina,NS/NC,Física,Padre
410053.0,2018-12-13,20:00,NS/NC,8,Femenino,Argentina,NS/NC,Física,Padre
410053.0,2018-12-13,15:30,NO,12,Femenino,Argentina,NO,Física,Padre
410053.0,2018-12-13,15:30,NO,8,Femenino,Argentina,NO,Física,Padre
410053.0,2018-12-13,15:30,NO,10,Femenino,Argentina,NO,Física,Padre
410043.0,2018-12-13,00:30,NO,37,Femenino,Argentina,NS/NC,Física,Pareja
410064.0,2018-12-14,11:00,NO,28,Femenino,Boliviana,NO,Física,Ex pareja
410064.0,2018-12-14,11:00,NO,9,Masculino,Argentina,NO,Psicológica,Padre
410064.0,2018-12-14,11:00,NO,,Masculino,Argentina,NO,Psicológica,Padre
410064.0,2018-12-14,11:00,NO,6,Masculino,Argentina,NO,Psicológica,Padre
410064.0,2018-12-14,11:00,NO,3,Femenino,Argentina,NO,Psicológica,Padre
410064.0,2018-12-14,11:00,NO,8,Femenino,Argentina,NO,Psicológica,Padre
410064.0,2018-12-14,11:00,NO,11,Femenino,Argentina,NO,Psicológica,Padre
410133.0,2018-12-15,17:30,NO,9,Masculino,Argentina,NS/NC,Física,Pareja
410133.0,2018-12-15,17:30,NO,15,Masculino,Argentina,NO,Física,Madre
410133.0,2018-12-15,17:30,NO,,Femenino,Argentina,NS/NC,Psicológica,Madre
410133.0,2018-12-15,17:30,NO,17,Femenino,Argentina,NO,Física,Madre
410103.0,2018-12-15,04:00,NO,56,Femenino,Argentina,NS/NC,Física,Pareja
410064.0,2018-12-17,09:00,NO,10,Masculino,Argentina,NO,Psicológica,Padre
410064.0,2018-12-17,09:00,SI,28,Femenino,Boliviana,NO,Física y Sexual,Ex pareja
410064.0,2018-12-17,09:00,NO,,Masculino,Argentina,NS/NC,Psicológica,Padre
410064.0,2018-12-17,09:00,NO,7,Masculino,Argentina,NO,Física y Sexual,Padre
359142.0,2018-12-17,08:00,NO,6,Masculino,Argentina,NS/NC,Física,Padre
359142.0,2018-12-17,08:00,NO,,Masculino,Argentina,NS/NC,Psicológica,Padre
359142.0,2018-12-17,08:00,NO,23,Masculino,Argentina,NO,Física y Sexual,Ex pareja
359142.0,2018-12-17,08:00,NO,2,Femenino,Argentina,NS/NC,Física,Padre
410064.0,2018-12-17,09:00,NS/NC,3,Femenino,Argentina,NO,Psicológica,Padre
410064.0,2018-12-17,09:00,NO,8,Femenino,Argentina,NO,Psicológica,Padre
410064.0,2018-12-17,09:00,NO,11,Femenino,Argentina,NO,Psicológica,Padre
410297.0,2018-12-19,21:00,NO,21,Femenino,Argentina,NO,Física,Ex pareja
410457.0,2018-12-23,15:30,NO,43,Femenino,Argentina,NO,Física,Ex pareja
410457.0,2018-12-23,15:30,NO,21,Femenino,Argentina,NO,Psicológica,Padre
410457.0,2018-12-23,15:30,NO,6,Femenino,Argentina,NO,Psicológica,Padre
410417.0,2018-12-23,09:00,NS/NC,24,Femenino,Argentina,NO,Física,Pareja
410478.0,2018-12-24,15:00,NO,10,Femenino,Argentina,NS/NC,Física,Pareja de la madre/padre
410471.0,2018-12-24,08:00,NO,,Masculino,Argentina,NO,Psicológica,Padre
410471.0,2018-12-24,08:00,NO,,Masculino,Argentina,NO,Psicológica,Padre
410471.0,2018-12-24,08:00,NS/NC,22,Femenino,Argentina,NO,Física,Pareja
410471.0,2018-12-24,08:00,NS/NC,22,Femenino,Argentina,NO,Física,Pareja
410478.0,2018-12-24,15:00,NS/NC,31,Femenino,Argentina,NO,Económica y física,Pareja
410516.0,2018-12-26,14:05,NO,10,Masculino,Argentina,NO,Física,Padre
410516.0,2018-12-26,14:05,NO,9,Femenino,Argentina,NO,Física,Padre
410521.0,2018-12-26,20:30,NO,18,Femenino,Argentina,NO,Física,Padre
410516.0,2018-12-26,14:05,NO,31,Femenino,Argentina,NO,Física,Pareja
410550.0,2018-12-27,14:00,NS/NC,25,Femenino,Argentina,NS/NC,Física,Hermano/a
410552.0,2018-12-27,16:00,NO,34,Masculino,Argentina,NO,Psicológica,Ex pareja
70290.0,2018-12-29,00:30,NO,62,Femenino,Paraguaya,NS/NC,Física,Ex pareja
410629.0,2018-12-29,18:15,NS/NC,42,Femenino,Argentina,NS/NC,Física,Hijo/a
414172.0,2019-03-31,15:00,NO,,Masculino,Argentina,NO,Psicológica,Padre
413980.0,2019-03-27,09:00,NO,,Femenino,Argentina,NO,Física,Padre
413498.0,2019-03-16,03:30,NO,,Femenino,Argentina,NO,Psicológica,Padre
413093.0,2019-03-04,14:00,NS/NC,,Femenino,Argentina,NS/NC,Psicológica,Padre
406480.0,2019-02-18,00:30,NO,,Femenino,Argentina,NO,Psicológica,Padre
406480.0,2019-02-17,08:30,NO,,Femenino,Argentina,NO,Psicológica,Padre
412403.0,2019-02-14,08:30,NO,,Femenino,Argentina,NO,Psicológica,Padre
412403.0,2019-02-13,08:00,NO,,Femenino,Argentina,NO,Psicológica,Padre
412010.0,2019-02-05,11:00,NO,,Femenino,Argentina,NO,Psicológica,Padre
412010.0,2019-02-04,21:00,NO,,Femenino,Argentina,NO,Psicológica,Padre
411747.0,2019-01-29,09:00,NO,,Femenino,Argentina,NO,Física,Padre
411747.0,2019-01-28,23:30,NO,,Femenino,Argentina,NO,Física,Padre
411282.0,2019-01-16,09:30,NO,,Femenino,Argentina,NS/NC,Psicológica,Padre
411282.0,2019-01-15,12:30,NO,,Femenino,Argentina,NS/NC,Psicológica,Padre
411282.0,2019-01-15,21:00,NO,,Femenino,Argentina,NS/NC,Psicológica,Padre
410990.0,2019-01-09,09:00,NO,,Femenino,Argentina,NS/NC,Física,Padre
414161.0,2019-03-31,03:00,NO,,Femenino,Argentina,NO,Física,Padre
414041.0,2019-03-28,09:00,NO,,Femenino,Argentina,NO,Física,Padre
412848.0,2019-02-25,01:30,NO,,Masculino,Argentina,NS/NC,Psicológica,Padre
412132.0,2019-02-08,10:00,NS/NC,,Masculino,Argentina,NS/NC,Psicológica,Padre
411731.0,2019-01-28,18:00,NO,,Masculino,Argentina,SI,Psicológica,Padre
411692.0,2019-01-28,09:20,NO,,Femenino,Argentina,NO,Psicológica,Padre
411311.0,2019-01-16,13:00,NO,,Masculino,Argentina,NS/NC,Psicológica,Padre
410759.0,2019-01-03,23:30,NO,,Masculino,Argentina,NO,Física,Madre
413067.0,2019-03-03,12:00,NO,2,Femenino,Argentina,NO,Psicológica,Padre
412047.0,2019-02-06,09:00,NO,2,Femenino,Argentina,NS/NC,Física,Abuel@
411886.0,2019-02-01,20:00,NO,2,Femenino,Argentina,NS/NC,Psicológica,Madre
411886.0,2019-02-01,20:00,NO,2,Femenino,Argentina,NS/NC,Psicológica,Madre
411692.0,2019-01-28,09:20,NO,2,Femenino,Argentina,NO,Psicológica,Padre
362719.0,2019-01-21,16:30,NO,2,Femenino,Argentina,NO,Psicológica,Padre
411196.0,2019-01-13,11:30,NO,2,Masculino,Argentina,NO,Psicológica,Padre
216417.0,2019-01-07,13:30,NO,2,Masculino,Argentina,NO,Física,Padre
414161.0,2019-03-31,03:00,NO,3,Femenino,Argentina,NO,Psicológica,Pareja de la madre/padre
414041.0,2019-03-28,09:00,NO,3,Femenino,Argentina,NO,Física,Padre
413903.0,2019-03-24,23:00,NO,3,Masculino,Argentina,NO,Psicológica,Padre
413137.0,2019-03-06,01:00,NO,3,Femenino,NS/NC,NO,Psicológica,Padre
413137.0,2019-03-06,10:30,NO,3,Femenino,NS/NC,NO,Psicológica,Padre
406480.0,2019-02-18,00:30,NO,3,Femenino,Argentina,NO,Psicológica,Padre
406480.0,2019-02-17,08:30,NO,3,Femenino,Argentina,NO,Psicológica,Padre
411666.0,2019-01-28,10:00,NO,3,Femenino,Argentina,NO,Psicológica,Padre
344445.0,2019-01-20,20:00,NO,3,Masculino,Argentina,NS/NC,Física,Pareja
411186.0,2019-01-13,00:45,NO,3,Masculino,Argentina,NS/NC,Física,Abuel@
410914.0,2019-01-07,09:30,NO,3,Masculino,Argentina,NO,Psicológica,Padre
410914.0,2019-01-06,09:30,NO,3,Masculino,Argentina,NO,Psicológica,Padre
412628.0,2019-02-20,01:30,NO,4,Masculino,Argentina,NS/NC,Física,Pareja de la madre/padre
412047.0,2019-02-06,09:00,NO,4,Masculino,Argentina,NS/NC,Psicológica,Abuel@
362719.0,2019-01-21,16:30,NO,4,Femenino,Argentina,NO,Psicológica,Padre
216417.0,2019-01-07,13:30,NO,4,Femenino,Argentina,NS/NC,Física,Padre
413960.0,2019-03-26,12:30,NO,5,Femenino,Argentina,NS/NC,Física,Madre
410168.0,2019-03-23,09:00,NO,5,Femenino,Argentina,NS/NC,Psicológica,Padre
410168.0,2019-03-22,09:00,NO,5,Femenino,Argentina,NS/NC,Psicológica,Padre
413230.0,2019-03-12,08:30,NS/NC,5,Femenino,Argentina,NS/NC,Psicológica,Padre
36337.0,2019-03-11,22:20,NO,5,Masculino,Argentina,NS/NC,Psicológica,Madre
413230.0,2019-03-08,13:30,NO,5,Femenino,Argentina,NO,Psicológica,Padre
361674.0,2019-03-01,09:30,NO,5,Masculino,Argentina,NO,Psicológica,Pareja de la madre/padre
412233.0,2019-02-10,05:00,NO,5,Femenino,Argentina,NS/NC,Psicológica,Padre
374350.0,2019-01-30,21:10,NO,5,Femenino,Argentina,NO,Psicológica,Pareja de la madre/padre
411731.0,2019-01-28,18:00,NO,5,Masculino,Argentina,NS/NC,Psicológica,Padre
411317.0,2019-01-20,15:30,NO,5,Femenino,Argentina,NO,Sexual,Otro/a no conviviente
45440.0,2019-03-25,12:00,NO,6,Masculino,Argentina,NS/NC,Psicológica,Pareja de la madre/padre
412343.0,2019-02-13,02:30,NO,6,Femenino,Argentina,NO,Psicológica,Padre
412343.0,2019-02-13,16:30,NO,6,Femenino,Argentina,NS/NC,Psicológica,Padre
411560.0,2019-01-24,12:05,NS/NC,6,Femenino,Argentina,NO,Física,Pareja
411560.0,2019-01-24,12:05,NO,6,Masculino,Argentina,SI,Física,Pareja de la madre/padre
411186.0,2019-01-13,00:45,NO,6,Femenino,Argentina,NS/NC,Física,Abuel@
414172.0,2019-03-31,15:00,NO,7,Femenino,Boliviana,NO,Psicológica,Pareja de la madre/padre
45440.0,2019-03-25,12:00,NO,7,Masculino,Argentina,NS/NC,Psicológica,Pareja de la madre/padre
45440.0,2019-03-25,12:00,NO,7,Masculino,Argentina,NS/NC,Psicológica,Pareja de la madre/padre
413484.0,2019-03-18,09:00,NO,7,Masculino,Argentina,NO,Física,Padre
413484.0,2019-03-15,10:30,NO,7,Masculino,Argentina,NO,Psicológica,Padre
410338.0,2019-03-11,09:00,NO,7,Femenino,Argentina,NS/NC,Psicológica,Madre
36337.0,2019-03-11,22:20,NO,7,Masculino,Argentina,NS/NC,Física,Madre
412835.0,2019-02-24,18:35,NS/NC,7,Masculino,Argentina,NS/NC,Psicológica,Padre
412233.0,2019-02-10,05:00,NO,7,Femenino,Argentina,NO,Psicológica,Padre
414041.0,2019-03-28,09:00,NO,8,Femenino,Argentina,NO,Física,Padre
36337.0,2019-03-11,22:20,NO,8,Femenino,Argentina,NS/NC,Psicológica,Madre
413230.0,2019-03-08,13:30,NO,8,Femenino,Argentina,NO,Psicológica,Padre
185540.0,2019-03-05,12:00,NO,8,Femenino,Argentina,NO,Psicológica,Padre
412343.0,2019-02-13,02:30,NO,8,Masculino,Argentina,NO,Psicológica,Padre
412343.0,2019-02-13,16:30,NO,8,Masculino,Argentina,NS/NC,Psicológica,Padre
411423.0,2019-01-21,08:30,NO,8,Masculino,Peruana,NO,Psicológica,Padre
413484.0,2019-03-18,09:00,NO,9,Masculino,Argentina,NO,Física,Padre
413484.0,2019-03-15,10:30,NO,9,Masculino,Argentina,NO,Física,Padre
412631.0,2019-02-20,08:30,NO,9,Masculino,Boliviana,NO,Psicológica,Padre
412193.0,2019-02-09,08:15,NO,9,Masculino,Argentina,NO,Psicológica,Padre
411196.0,2019-01-13,11:30,NO,9,Masculino,Boliviana,NO,Psicológica,Otra/o conviviente
410759.0,2019-01-03,23:30,NO,9,Femenino,Argentina,NO,Física,Madre
185540.0,2019-03-05,12:00,NO,10,Femenino,Argentina,NO,Psicológica,Padre
412718.0,2019-02-27,09:00,NO,10,Masculino,Argentina,NO,Psicológica,Padre
